2974069658,0
2495586517,0
2345210115,0
2344843161,0
2701096698,0
2672324832,0
2107732168,0
2671579973,0
2165092847,0
2778742001,0
2628754219,0
2658090640,0
2400463734,0
2407919344,0
2510275606,0
2657866559,0
2223919185,0
2171189820,4
2301345461,1
2115631047,0
2675941128,0
2573638356,0
2423807115,0
2228764882,1
322836374,0
2621313343,0
2666872634,0
1032819611,0
2681269226,0
2640403590,0
2659206412,0
2236512745,0
2238656472,0
2304943703,0
1977708702,0
2045826881,0
2096965475,0
2631465350,0
2497293294,0
2575657229,0
3076697763,0
3072094293,0
1903429000,0
2101352382,0
2112601399,2
2286989856,0
2824040402,0
2821542760,0
2718240112,0
2892503220,0
2894022134,0
2572301144,0
2148583344,0
2224165116,0
2491485992,0
2732980983,0
2725444148,0
2497742946,0
2644209497,0
2113978979,1
2713384464,0
2504786525,0
2989306016,0
2561837722,0
2143817262,0
2566588746,2
2137332418,0
2698427494,1
2061242197,0
2679298854,0
2435666169,0
2083494078,0
2126732403,0
1496673849,1
3050733583,0
3059286193,0
2304787685,0
2138378398,0
255362755,0
2574854941,0
1827020458,0
27536310,0
296120981,0
559008499,0
1970951116,0
2226048501,0
2670340115,0
2654047368,0
2500014476,0
2129387393,0
2152700167,0
2894399540,0
2733965222,0
2733560351,0
2026535932,0
2466587020,0
2484161591,0
2470786566,0
2471676459,0
2709042347,0
2467959416,0
2434160549,0
2711961199,0
2973396850,0
2973846615,0
2500397265,0
2503977638,0
2435605377,0
2430378515,0
2727100837,0
2733250011,0
1263638246,0
2677359433,0
2199337726,0
2699405656,0
2651077461,0
2438394062,0
2434530401,0
2021631782,0
2104346850,0
2684979739,0
2397488616,0
2436913298,0
2222379550,0
1991683256,0
2165592081,0
2109993121,0
2498151784,0
2486361750,0
3081269957,0
2674267917,0
2123831989,0
2164518000,1
1964701833,0
127650975,1
2166518722,0
2631050274,0
2574953843,0
2629128530,0
2640903608,0
2133783191,0
2974522263,0
2137458618,0
2695448774,0
2682686374,0
2695585541,0
